终端号,报警标志,状态,纬度,经度,高程,速度,方向,位置附加信息,,,,
,无,ACC开，已定位，GPS定位,38.042138,111.73374,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.040934,111.732145,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.039925,111.730794,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.038879,111.729427,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.038049,111.728483,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.036763,111.72718,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.035611,111.726041,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.034277,111.724674,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.03319,111.723404,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.032084,111.72194,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.031018,111.720849,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.028808,111.719059,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.027709,111.718164,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.027327,111.717805,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.027176,111.717578,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.027058,111.717333,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.026981,111.717057,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.026704,111.715722,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.026448,111.714485,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.026045,111.712646,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.025838,111.711621,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.025732,111.710758,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.025834,111.710595,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.025984,111.710514,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.026814,111.710449,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.027901,111.710416,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.029073,111.71053,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.029931,111.710351,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.029956,111.710253,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.029996,111.710042,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.030257,111.708821,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.030863,111.704394,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.030965,111.702734,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.030895,111.701953,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.030777,111.701481,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.030342,111.699902,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.029919,111.698323,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.029479,111.697054,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.029235,111.696614,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.028853,111.696142,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.02795,111.695377,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.027103,111.694498,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.02701,111.69427,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.026851,111.692805,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.026729,111.691373,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.026639,111.69025,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.026493,111.687923,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.026603,111.687304,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.027083,111.685677,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.027433,111.684261,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.027441,111.684114,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.027396,111.683805,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.027278,111.683365,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.026851,111.682014,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.02635,111.680794,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.025691,111.679899,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.025158,111.679264,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.024304,111.678238,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.023453,111.677213,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.023201,111.676822,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.023075,111.676529,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.022912,111.676057,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.022395,111.674462,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.021887,111.672932,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.021431,111.671321,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.021386,111.670865,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.021264,111.66958,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.021146,111.668359,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.021057,111.66735,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.020821,111.66486,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.020707,111.663948,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.020438,111.662565,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.020194,111.661328,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.019995,111.660107,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.019816,111.659082,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.019653,111.65817,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.019396,111.656722,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.019169,111.655452,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.019083,111.654606,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.019177,111.65441,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.019991,111.652506,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.020214,111.652164,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.020487,111.651774,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.020849,111.651106,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.021162,111.650781,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.021488,111.650504,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.021561,111.650406,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.02185,111.650276,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.022176,111.650146,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.022318,111.65,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.022481,111.649739,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.022778,111.648763,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.023124,111.647623,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.023266,111.64733,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.023356,111.647249,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.023461,111.647216,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.023543,111.647298,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.023571,111.647428,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.023571,111.647574,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.023563,111.648242,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.023506,111.649055,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.02349,111.649104,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.023286,111.649495,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.023209,111.649625,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.023083,111.64982,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.023018,111.649951,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.02288,111.650455,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.022778,111.650911,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.022668,111.651318,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.022664,111.651367,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.022863,111.651757,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.022989,111.651969,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.023055,111.652115,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.023449,111.652636,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.023685,111.652848,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.024361,111.653613,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.024418,111.653629,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.024886,111.653889,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.024886,111.653889,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.024963,111.654052,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.025089,111.655094,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.025134,111.655533,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.02517,111.656168,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.025219,111.656917,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.025231,111.657519,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.025256,111.6583,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.025272,111.658593,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.025488,111.659375,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.025691,111.659716,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.025915,111.660205,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.026041,111.660319,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.026167,111.660367,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.026391,111.660237,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.026509,111.660042,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.02655,111.65996,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.026607,111.65983,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.026647,111.659716,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.026652,111.6597,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.026696,111.659554,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.026749,111.659375,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.026806,111.659195,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.026892,111.659016,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.027038,111.658577,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.027026,111.658186,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.027034,111.658105,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.026997,111.657845,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.026981,111.657698,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.026977,111.657633,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.026957,111.657454,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.026928,111.657275,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.026924,111.657259,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.026888,111.656917,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.026888,111.656835,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.026924,111.656331,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.026961,111.656217,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.026932,111.65594,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.026851,111.655989,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.026814,111.656103,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.02681,111.65625,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.026814,111.656396,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.02681,111.656461,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.026814,111.656591,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.026843,111.656787,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.026839,111.656835,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.026871,111.656933,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.0269,111.656966,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.026965,111.656966,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.027095,111.657047,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.027136,111.657145,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.027132,111.65721,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.027132,111.657242,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.027176,111.657405,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.027164,111.657389,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.027119,111.657307,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.027111,111.657275,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.027119,111.657128,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.027107,111.657047,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.027099,111.657047,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.02694,111.657047,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.026883,111.657194,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.026908,111.657454,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.026896,111.657535,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.026908,111.657633,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.026936,111.657763,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.026961,111.65804,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.026961,111.65804,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.027022,111.658528,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.027006,111.658626,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.026814,111.659228,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.026774,111.659375,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.026432,111.660156,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.026326,111.660253,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.025984,111.66027,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.025801,111.659928,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.025642,111.6597,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.025642,111.6597,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.025642,111.6597,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.025573,111.659602,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.025219,111.657942,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.025219,111.657942,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.025187,111.656396,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.025187,111.656331,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.025126,111.655273,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.025126,111.655273,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.025056,111.654313,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.024898,111.653889,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.0248,111.653824,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.02443,111.653678,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.02443,111.653678,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.02423,111.653564,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.0241,111.653401,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.023457,111.65262,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.023234,111.652311,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.02303,111.652001,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.022819,111.651643,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.022696,111.651253,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.022709,111.651204,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.022786,111.651009,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.022786,111.651009,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.02292,111.650618,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.023046,111.65013,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.023103,111.649967,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.023209,111.649804,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.023274,111.649755,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.023478,111.649479,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.023567,111.649283,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.023551,111.649316,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.023518,111.649251,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.023506,111.649202,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.023514,111.649137,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.023539,111.649088,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.023616,111.648583,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.023604,111.648356,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.023592,111.647998,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.0236,111.647363,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.023522,111.647249,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.023425,111.647233,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.023315,111.647314,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.023242,111.647363,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.023128,111.647542,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.023075,111.647672,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.022867,111.648372,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.022741,111.648746,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.022656,111.649023,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.022391,111.649755,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.022001,111.650179,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.021862,111.650227,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.021533,111.65039,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.021211,111.650651,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.021166,111.650699,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.020707,111.651285,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.020568,111.651562,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.020202,111.652099,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.019913,111.652555,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.019795,111.652832,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.019413,111.653694,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.019413,111.653694,300,50,0,油量：40%；速度4；里程：1200,,,,
,无,ACC开，已定位，GPS定位,38.019335,111.653857,300,50,0,油量：40%；速度4；里程：1200,,,,
